"V7","strain"
0.003069046,0
0.003065196,-0.00157084511468198
0.003069043,-0.00294533459002
0.003068588,-0.00422164624569475
0.003065709,-0.00559613572103277
0.003068812,-0.00697062519637078
0.003068002,-0.0082469368520281
0.003065348,-0.00962142632736611
0.003069131,-0.0108977379830409
0.00306803,-0.0123704052780421
0.003066024,-0.0137448947533802
0.003068996,-0.0149230285893917
0.003067766,-0.0163956958843929
0.003066762,-0.0180647188187382
0.003069801,-0.0190464970154057
0.003068312,-0.0202246308513997
0.003065303,-0.0214027646874112
0.00306818,-0.0225808985234227
0.003069731,-0.0237590323594168
0.00306407,-0.0249371661954283
0.003067174,-0.0261153000314223
0.00307018,-0.0272934338674338
0.003067203,-0.0283733898837646
0.00306607,-0.0297478793591026
0.003068947,-0.0308278353754334
0.003068784,-0.0319077913917816
0.00306445,-0.0329877474081124
0.003067132,-0.0341658812441239
0.003070236,-0.0352458372604547
0.003066257,-0.0363257932767854
0.003065738,-0.0375039271127969
0.003068453,-0.0385838831291277
0.003069875,-0.0396638391454759
0.003064053,-0.04084197298147
0.003066477,-0.0418237511781375
0.003069386,-0.0429037071944857
0.003069418,-0.0438854853911533
0.003064565,-0.0450636192271473
0.003067119,-0.0460453974238148
0.003069446,-0.0470271756204998
0.0030677,-0.0480089538171673
0.003064723,-0.0490889098334981
0.003066921,-0.0499725102105023
0.003069928,-0.0509542884071699
0.003068762,-0.0520342444235006
0.003064686,-0.0531142004398489
0.003067369,-0.0539978008168531
0.0030696,-0.0549795790135206
0.003066784,-0.0560595350298514
0.003064552,-0.0569431354068557
0.003066912,-0.0579249136035232
0.00306995,-0.0591030474395347
0.003066489,-0.0600848256362022
0.003064386,-0.0609684260132065
0.003067005,-0.0618520263902107
0.003069171,-0.062735626767215
0.003070366,-0.0636192271442192
0.003063735,-0.0646010053408868
0.003065836,-0.065484605717891
0.003068131,-0.0663682060948953
0.003066933,-0.0683317624882303
0.003065218,-0.0692153628652346
0.003067513,-0.0700007854225581
0.003069194,-0.0706880301602359
0.003070972,-0.0714734527175768
0.003067026,-0.0722588752749004
0.003065117,-0.0730442978322414
0.00306712,-0.0739278982092456
0.003069933,-0.0750078542255764
0.003070385,-0.0756950989632542
0.003063625,-0.0765786993402584
0.003065888,-0.077364121897582
0.00306828,-0.0782477222745862
0.003070381,-0.0791313226515905
0.03777691,-0.0721606974552371
0.1383259,-0.0483034872761571
0.2404045,-0.0244462770970945
0.3424844,-0.00157084511468198
0.4445654,0.020322808671063
0.5466454,0.0411365064404598
0.6487256,0.0608702481935258
0.7508061,0.0796222117499068
0.8528862,0.0975887527489643
0.9549668,0.114573515551354
1.057046,0.130772855796403
1.159127,0.146481306943118
1.261208,0.161306157712847
1.363288,0.175541941564561
1.465368,0.189286836317923
1.567449,0.202442664153307
1.669528,0.215205780710019
1.771609,0.227576185988061
1.87369,0.239455702167752
1.975769,0.251040684888453
2.07785,0.262331134150165
2.17993,0.273228872133206
2.28201,0.284126610116229
2.384091,0.294533459000936
2.486171,0.305038485705307
2.588251,0.315150801131006
2.690332,0.325263116556706
2.792412,0.335080898523399
2.894492,0.344702324850765
2.996572,0.354029217719124
3.098653,0.363454288407146
3.200732,0.372584825636178
3.302813,0.381617185045548
3.404894,0.390355010995909
3.506974,0.399092836946271
3.609054,0.40773248507697
3.711135,0.416273955387988
3.813216,0.424717247879342
3.915295,0.432866006911707
4.017376,0.441211121583399
4.119456,0.4492617027961
4.221536,0.457410461828448
4.323616,0.465362865221486
4.425697,0.473217090794843
4.527778,0.481071316368201
4.629858,0.488827364121895
4.731938,0.496583411875572
4.834018,0.50414310398994
4.936098,0.51170279610429
5.038178,0.519262488218658
5.14026,0.526724002513345
5.24234,0.534185516808032
5.344419,0.54164703110272
5.4465,0.548814011938417
5.54858,0.556275526233104
5.65066,0.563540684888465
5.752741,0.570805843543825
5.85482,0.578071002199168
5.9569,0.585139805215202
6.058981,0.592404963870545
6.161065,0.599571944706243
6.263152,0.606640747722259
6.36524,0.613807728557957
6.467328,0.620876531573973
6.569415,0.627945334590007
6.671503,0.635112315425687
6.77359,0.642279296261385
6.875678,0.649348099277401
6.977765,0.656416902293418
7.079853,0.663387527489789
7.18194,0.670456330505805
7.284028,0.677426955702158
7.386108,0.684299403078849
7.488193,0.691270028275202
7.59028,0.698142475651892
7.692369,0.704916745208919
7.794457,0.711887370405272
7.896544,0.718759817781962
7.998632,0.725632265158652
8.100719,0.732504712535342
8.202806,0.739278982092352
8.304894,0.746053251649379
8.406982,0.752925699026069
8.50907,0.759798146402759
8.611156,0.766572415959786
8.713245,0.773543041156139
8.812781,0.780022777254158
8.912316,0.786600691171841
9.014403,0.793473138548531
9.116491,0.800247408105558
9.218578,0.807119855482248
9.320666,0.813992302858921
9.422754,0.820668394596285
9.524841,0.827442664153311
9.626926,0.834216933710321
9.729016,0.840991203267348
9.831105,0.847765472824374
9.933191,0.854539742381401
10.03528,0.861117656299084
10.13737,0.867891925856093
10.23945,0.87466619541312
10.34154,0.881342287150484
10.44363,0.888116556707493
10.54571,0.894792648444857
10.64781,0.901370562362539
10.74989,0.90824300973923
10.85198,0.914919101476593
10.95406,0.921595193213939
11.05615,0.928369462770966
11.15824,0.935045554508312
11.26034,0.941623468426013
11.36242,0.948397737983022
11.4645,0.955172007540049
11.56659,0.961848099277395
11.66868,0.968622368834422
11.77077,0.975298460571785
11.87286,0.981974552309131
11.97494,0.988748821866158
12.07703,0.995424913603504
12.17912,1.00219918316053
12.2812,1.00897345271756
12.38328,1.01555136663524
12.48535,1.02232563619227
12.58742,1.02909990574928
12.68949,1.0358741753063
12.79156,1.04264844486333
12.89364,1.04952089224002
12.99571,1.0560988061577
13.09778,1.06297125353439
13.19986,1.06974552309142
13.30193,1.07720703738611
13.404,1.08447219604147
13.50608,1.09085375431981
13.60815,1.09723531259816
13.71022,1.10410775997485
13.8123,1.11078385171222
13.91437,1.11755812126923
14.01644,1.12443056864592
14.11852,1.13120483820294
14.22059,1.13797910775997
14.32266,1.14494973295632
14.42474,1.15172400251335
14.52681,1.15859644989004
14.62888,1.16556707508639
14.73096,1.17243952246308
14.83302,1.17921379202009
14.9351,1.18618441721645
15.03717,1.19315504241282
15.13925,1.20012566760917
15.24132,1.20709629280552
15.34339,1.21396874018221
15.44546,1.22103754319823
15.54754,1.22800816839458
15.64961,1.23497879359094
15.75168,1.24214577442663
15.85376,1.24911639962299
15.95583,1.25608702481934
16.0579,1.26325400565504
16.15998,1.27032280867106
16.26205,1.27748978950675
16.36412,1.28465677034243
16.46619,1.29172557335847
16.56827,1.29889255419415
16.67034,1.30605953502984
16.77241,1.31332469368519
16.87449,1.32078620797989
16.97656,1.32795318881557
17.07863,1.33512016965127
17.18071,1.34238532830661
17.28278,1.34974866478164
17.38485,1.35711200125666
17.48692,1.36457351555136
17.589,1.37183867420671
17.69107,1.37930018850141
17.79314,1.38685988061576
17.89522,1.39432139491045
17.99729,1.40188108702482
18.09936,1.4093426013195
18.20144,1.41700047125352
18.30351,1.42456016336789
18.40558,1.43221803330192
18.50766,1.43997408105559
18.60973,1.44753377316996
18.7118,1.45519164310397
18.81387,1.46304586867733
18.91595,1.47080191643103
19.01802,1.47875431982406
19.12009,1.48651036757774
19.22216,1.4943645931511
19.32424,1.50231699654414
19.42631,1.51026939993716
19.52838,1.51841815896952
19.63046,1.52627238454288
19.73253,1.53442114357523
19.83461,1.54256990260759
19.93668,1.55071866163996
20.03875,1.55906377631165
20.14082,1.56721253534401
20.24289,1.57555765001571
20.34497,1.58400094250706
20.44704,1.5925424128181
20.54912,1.60098570530945
20.65119,1.60933081998114
20.75326,1.61797046811184
20.85533,1.62651193842286
20.95741,1.63534794219288
21.05948,1.64388941250392
21.16155,1.65262723845428
21.26362,1.66146324222431
21.3657,1.67020106817467
21.46777,1.67923342758404
21.56984,1.6879712535344
21.67192,1.69700361294375
